age,gender,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
31,F,XIM6R3I,Village,Basic Membership,03-06-2016,?,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,16:40:10,14,33.73,45703.69,24,514.46,Yes,No,Yes,Unsolved,Poor Customer Service,1
52,M,C1X88WO,,Basic Membership,04-12-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,12:23:39,11,108.17,8272.55,7,557.27,Yes,No,No,Not Applicable,Poor Product Quality,1
53,M,PPO34WK,Town,Premium Membership,19-10-2017,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,12:13:19,5,100.64,3851.34,8,,Yes,No,No,Not Applicable,Poor Customer Service,0
43,M,FUATWR3,City,Basic Membership,04-06-2016,Yes,CID12893,Credit/Debit Card Offers,Smartphone,Mobile_Data,2:26:15,8,229.86,44168.84,Error,689.91,Yes,No,No,Not Applicable,Poor Website,1
36,M,J2ALKH8,Town,Platinum Membership,11-03-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,19:19:58,8,361.46,31468.59,23,1208.356335,No,Yes,No,Not Applicable,Too many ads,0
11,M,USUAFUH,Town,Platinum Membership,16-01-2016,Yes,CID36112,Without Offers,?,Fiber_Optic,13:05:45,5,40.98,41543.65,18,784.57,Yes,No,No,Not Applicable,Poor Customer Service,0
48,M,7AG0M91,City,No Membership,08-11-2015,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,8:58:28,11,69.83,26820.8,18,,No,Yes,No,Not Applicable,No reason specified,1
51,F,6RV5I6F,Town,Premium Membership,27-08-2015,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,22:12:58,15,339.58,46725.9,12,764.13,Yes,No,No,Not Applicable,Poor Customer Service,0
39,M,E1C0K17,Village,No Membership,27-05-2016,?,CID60523,Gift Vouchers/Coupons,Smartphone,Mobile_Data,22:45:06,14,804.4544133,18718.98,47.15496462,,Yes,No,No,Not Applicable,Too many ads,1
53,F,4BQ5IYM,,Platinum Membership,25-08-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,0:30:20,13,458.1,14081.95,8,999.5027014,Yes,No,Yes,No Information Available,No reason specified,0
19,M,12QDWXP,City,Silver Membership,27-03-2017,Yes,CID44197,Credit/Debit Card Offers,Smartphone,Fiber_Optic,12:07:52,-999,118.68,41551.49,6,717.27,Yes,No,No,Not Applicable,Poor Customer Service,0
25,F,P53XSSB,,Silver Membership,21-11-2017,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,0:09:44,9,103.28,21898.1,6,757.2,Yes,No,No,Not Applicable,Poor Product Quality,0
21,F,2G8RRLX,City,Basic Membership,26-06-2015,?,CID62722,Without Offers,Desktop,Fiber_Optic,4:17:15,15,130.29,26499.78,27,536.32,Yes,No,No,Not Applicable,Poor Customer Service,1
45,F,GWM8QL4,,Basic Membership,30-12-2017,Yes,CID32733,Without Offers,Smartphone,Fiber_Optic,21:13:16,-999,-710.3809298,12541.05,18,546.09,No,Yes,Yes,No Information Available,Too many ads,1
34,M,MKV7JKR,,Gold Membership,11-03-2015,Yes,CID4230,Without Offers,Smartphone,Fiber_Optic,12:30:12,19,72.84,56654.09,1,839.81,Yes,No,No,Not Applicable,Reasonable Price,0
30,F,XI6UCUE,,Gold Membership,24-05-2017,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,3:30:32,1,51.14,30416.2,29,737.34,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,0
17,F,0RVDXEG,Town,Silver Membership,08-08-2015,Yes,CID63211,Credit/Debit Card Offers,Desktop,Mobile_Data,18:31:33,10,123.71,12867.42,29,1008.660609,Yes,No,Yes,Solved in Follow-up,No reason specified,1
60,F,EMD6CO7,,Basic Membership,05-07-2016,Yes,CID7227,Credit/Debit Card Offers,Both,Wi-Fi,15:11:34,7,367.8,2450.21,-14.74606865,658.48,Yes,Yes,Yes,Solved in Follow-up,Poor Website,1
61,M,JENEOEM,Village,Gold Membership,15-12-2017,?,xxxxxxxx,Without Offers,Desktop,Wi-Fi,5:27:00,10,120.95,26773.15,28,633.58,No,Yes,No,Not Applicable,Poor Website,1
61,M,ID5RGTY,Town,Basic Membership,21-02-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,10:58:19,8,32.63,28176.57,Error,600.29,No,Yes,No,Not Applicable,No reason specified,1
33,F,CW7EJXF,Town,Premium Membership,22-02-2016,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,4:12:26,8,98.35,33817.9,19,,Yes,No,Yes,No Information Available,Poor Website,0
57,F,123O91Z,City,Platinum Membership,27-11-2015,Yes,CID34848,Without Offers,Desktop,Mobile_Data,5:44:44,1,1358.8,35017.86,12,,Yes,Yes,Yes,Solved,User Friendly Website,0
50,F,FY6Z7D6,City,Platinum Membership,10-04-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,17:57:12,12,414.71,50327.58,13,,No,Yes,No,Not Applicable,Quality Customer Care,0
62,M,Q4UZLA3,City,Basic Membership,16-08-2016,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,7:51:16,-999,105.87,24623.98,19,526.57,Yes,No,No,Not Applicable,Poor Customer Service,1
29,F,QKCAJ3G,Town,Gold Membership,13-03-2016,Yes,CID23978,Credit/Debit Card Offers,Desktop,Wi-Fi,23:46:48,23,330.85,49116.5,22,713.81,No,Yes,Yes,Solved,Poor Customer Service,1
15,F,AO11J8F,Village,Platinum Membership,29-05-2017,?,CID31483,Gift Vouchers/Coupons,Desktop,Fiber_Optic,17:38:16,17,344.19,38719.52,17,825.5,Yes,Yes,No,Not Applicable,Quality Customer Care,0
38,F,HJS0RPX,City,Basic Membership,08-02-2016,Yes,CID32224,Without Offers,?,Wi-Fi,22:38:58,21,67.26,8945.1,13,,No,Yes,No,Not Applicable,Poor Website,1
29,M,7CFL78R,Town,Gold Membership,10-07-2015,No,xxxxxxxx,Credit/Debit Card Offers,Both,Mobile_Data,1:50:14,-999,446.55,29607.07,8,660.2,Yes,No,Yes,No Information Available,No reason specified,1
19,M,2PR9HXR,City,Basic Membership,20-03-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,12:02:51,13,178.7,29803.23,24,270.237311,No,Yes,Yes,Solved,Poor Product Quality,1
13,M,MVFR3WZ,City,Silver Membership,05-02-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,4:48:01,-999,68.09,16314.2,10,691.7,No,Yes,Yes,No Information Available,Poor Customer Service,1
48,F,U5Q9SDH,City,No Membership,28-12-2017,Yes,CID35572,Without Offers,Smartphone,Mobile_Data,1:38:29,8,57.99,26382.01,22,581.47,No,Yes,No,Not Applicable,No reason specified,1
60,M,PX03UTZ,Village,No Membership,08-03-2016,Yes,CID45405,Gift Vouchers/Coupons,Desktop,Wi-Fi,9:42:04,9,95.08,19129.04,27,528.91,No,Yes,Yes,No Information Available,No reason specified,1
46,M,XPRMOJD,Village,Premium Membership,10-05-2017,?,CID7935,Credit/Debit Card Offers,Desktop,Fiber_Optic,19:22:53,20,132.7,85207.04,6,763.3,No,Yes,No,Not Applicable,Reasonable Price,0
54,M,F2PFBJ3,,Basic Membership,15-01-2016,Yes,CID61760,Without Offers,Smartphone,Fiber_Optic,23:16:46,9,69.29,29876.81,12,670.99,Yes,No,No,Not Applicable,Poor Product Quality,1
59,M,QRJM3WM,City,No Membership,17-07-2015,Yes,CID58179,Gift Vouchers/Coupons,Desktop,Mobile_Data,16:18:17,4,799.85,38116.28,7,,Yes,No,Yes,Unsolved,Poor Product Quality,1
59,M,6BV9WXU,,Platinum Membership,27-10-2016,Yes,CID2790,Without Offers,Desktop,Wi-Fi,16:39:23,21,177.06,41200.37,12,810.25,Yes,No,No,Not Applicable,Reasonable Price,0
53,M,DRI4M3G,Town,Basic Membership,19-02-2015,Yes,CID45694,Credit/Debit Card Offers,Both,Mobile_Data,0:17:13,13,811.08,17027.7,24,576.36,Yes,No,Yes,Solved,Poor Customer Service,1
46,M,U1P3HTZ,Town,Silver Membership,02-12-2016,?,CID36035,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,8:08:27,11,34.7,33638.72,28,120.7356244,Yes,No,No,Not Applicable,Too many ads,1
33,M,VOJO6KJ,,No Membership,04-12-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,7:24:26,17,55.51,23290.53,10,543.48,No,Yes,No,Not Applicable,Poor Customer Service,1
54,F,YQGQ7I8,Town,Basic Membership,16-05-2017,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,10:17:45,16,32.58,15118.61,20,666.87,No,Yes,Yes,Solved in Follow-up,Poor Website,1
20,F,4Q931J5,,Premium Membership,15-05-2016,Yes,CID46796,Without Offers,Smartphone,Mobile_Data,1:14:28,12,892.02,23125.33,28,721.35,Yes,No,No,Not Applicable,Poor Customer Service,0
45,M,T0GJLDO,City,Basic Membership,25-07-2015,Yes,CID1764,Gift Vouchers/Coupons,Smartphone,Wi-Fi,9:36:29,4,2097.209635,20707.04,11,25.5962009,No,Yes,No,Not Applicable,Poor Website,1
55,M,O0IWUYW,Village,Silver Membership,09-02-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,5:34:46,15,179.42,22963.05,27,694.65,Yes,No,No,Not Applicable,Poor Product Quality,1
55,F,C8VBFRI,Village,Platinum Membership,07-03-2016,Yes,CID10041,Gift Vouchers/Coupons,Smartphone,Wi-Fi,5:49:03,7,582.61,66409.24,2,773.72,Yes,No,No,Not Applicable,Reasonable Price,0
61,F,1WS3A8Y,City,Basic Membership,15-09-2017,Yes,CID54608,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9:50:39,16,520.84,7488.82,14,519.07,Yes,Yes,Yes,Solved in Follow-up,Too many ads,1
63,F,KG9NO8H,City,Gold Membership,07-08-2017,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,1:45:46,10,168.13,34004.07,-9.769804491,842.94,Yes,No,No,Not Applicable,User Friendly Website,0
57,M,2AKE1FY,City,No Membership,25-01-2017,Yes,CID5718,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,5:37:02,6,847.34,10838.79,23,263.2683099,No,Yes,No,Not Applicable,Poor Customer Service,1
47,F,42S5VUS,City,Gold Membership,07-04-2017,Yes,CID52227,Without Offers,Smartphone,Fiber_Optic,2:43:37,17,106.08,42482.76,25,955.1175721,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
42,M,BIYDZIF,City,Gold Membership,10-04-2017,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,10:08:51,13,106.69,37835.1,27,659.01,Yes,No,Yes,Solved in Follow-up,Too many ads,1
13,F,4TIHWVP,City,Platinum Membership,19-12-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,22:56:16,10,51.83,7112.79,Error,712.71,No,Yes,Yes,Solved in Follow-up,Products always in Stock,0
56,F,X8CCBEQ,Village,No Membership,18-08-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,14:21:24,13,455.77,40742.45,15,553.27,Yes,No,Yes,Unsolved,No reason specified,1
40,M,GRIMICB,City,Basic Membership,16-08-2016,Yes,CID36386,Credit/Debit Card Offers,Desktop,Fiber_Optic,12:18:41,13,36.66,22431.74,17,542.26,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
20,M,AJM9ZN7,,Gold Membership,11-10-2015,?,CID26689,Gift Vouchers/Coupons,Smartphone,Mobile_Data,23:29:37,9,30.1,9129.37,25,,No,Yes,Yes,Solved,Poor Website,0
13,F,BLZD3DL,City,Silver Membership,23-11-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,6:31:56,13,188.28,2309.45,6,718.92,Yes,No,Yes,Solved,Too many ads,0
48,M,42GJ3UN,,No Membership,20-04-2015,Yes,CID37398,Without Offers,Smartphone,Wi-Fi,2:24:44,14,150.09,48187.61,25,619.12,Yes,No,Yes,Solved,Poor Website,1
49,M,125X8JH,Town,Basic Membership,01-12-2015,No,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,16:19:39,3,951.774175,12103.19,16,,Yes,No,Yes,No Information Available,Poor Customer Service,1
23,M,AQJNR0S,City,Silver Membership,21-12-2015,Yes,CID9741,Credit/Debit Card Offers,Smartphone,Mobile_Data,5:52:33,13,339.36,31006.85,26,623.22,Yes,No,No,Not Applicable,Poor Customer Service,1
50,M,AN643SQ,Village,No Membership,18-09-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,18:33:15,20,33.36,41419.57,11,606.17,No,Yes,Yes,No Information Available,Too many ads,1
42,M,N8ICH7U,City,Basic Membership,22-11-2017,Yes,CID52775,Without Offers,Desktop,Mobile_Data,4:12:41,8,234.78,35507.89,12,541.15,No,Yes,No,Not Applicable,No reason specified,1
38,F,Q67QXKZ,,Silver Membership,08-08-2016,Yes,CID35351,Without Offers,Desktop,Wi-Fi,7:13:20,13,102.86,44607.88,12,625.95,No,Yes,No,Not Applicable,Poor Website,1
62,M,X60DS8Z,City,Gold Membership,18-12-2016,Yes,CID33540,Credit/Debit Card Offers,Desktop,Fiber_Optic,11:16:30,5,203.06,15371.2,11,652.74,No,Yes,No,Not Applicable,Poor Customer Service,1
59,F,X5DLDAD,City,Basic Membership,31-03-2015,Yes,CID49166,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,7:14:49,5,68.96,25179.58,17,558.16,Yes,No,No,Not Applicable,Poor Customer Service,1
62,M,5TKS42X,City,Gold Membership,18-06-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Mobile_Data,20:23:52,9,363.47,8998.74,20,330.4474296,No,Yes,Yes,Solved,Too many ads,0
11,F,GNKWWT2,City,Basic Membership,01-07-2016,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,10:35:48,18,30.75,10907.57,11,634.87,No,Yes,No,Not Applicable,Poor Website,1
25,F,D7RK24X,City,Basic Membership,24-12-2017,Yes,CID62886,Without Offers,Desktop,Mobile_Data,0:26:57,-999,136.89,34570.37,20,545.03,Yes,No,Yes,No Information Available,Poor Product Quality,1
46,F,6P4AJ2Q,City,Basic Membership,24-05-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,15:31:39,8,34.6,38277.46,26,523.73,Yes,No,Yes,Unsolved,Too many ads,1
33,F,GLS20WB,City,Basic Membership,25-10-2016,Yes,CID26587,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,7:30:31,10,31.27,26860.46,Error,-112.4836583,Yes,No,Yes,Solved in Follow-up,No reason specified,1
22,F,U0N82HK,Town,Premium Membership,08-12-2016,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,5:47:59,8,330.41,73172.72,16,712.72,No,Yes,Yes,No Information Available,Reasonable Price,0
22,F,LLRLKMJ,Town,No Membership,05-02-2016,?,CID46061,Without Offers,?,Wi-Fi,12:34:44,12,460.67,47850.16,25,694.81,No,Yes,No,Not Applicable,Poor Product Quality,1
49,F,EZJTT9O,Village,Premium Membership,25-05-2016,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,22:31:30,6,31.23,92737.9,11,801.98,No,Yes,No,Not Applicable,Reasonable Price,0
49,M,C2IF7HX,Village,No Membership,11-08-2015,Yes,CID40688,Gift Vouchers/Coupons,Desktop,Wi-Fi,17:24:44,7,1353.44,1406.39,20,78.34380893,No,Yes,No,Not Applicable,Poor Product Quality,1
43,M,NTKJZ3Q,Town,Gold Membership,05-08-2016,Yes,CID46960,Credit/Debit Card Offers,Desktop,Wi-Fi,10:27:44,-999,109.65,18022.08,15,795.57,Yes,No,No,Not Applicable,Too many ads,0
45,F,EGZZJIF,Town,Gold Membership,30-11-2017,Yes,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,16:17:53,12,52.74,28794.88,16,692.46,No,Yes,No,Not Applicable,No reason specified,1
47,M,VP1HKX4,,Premium Membership,23-07-2015,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,21:39:07,11,60.3,19074.08,2,842.42,No,Yes,No,Not Applicable,Products always in Stock,0
50,M,E5GBASY,,Silver Membership,26-04-2017,Yes,CID48312,Without Offers,Smartphone,Wi-Fi,10:56:08,20,39.27,28058.13,12,1053.223283,Yes,No,Yes,Solved in Follow-up,Poor Website,0
15,M,KWQQ7X6,,Basic Membership,09-07-2016,Yes,CID5153,Gift Vouchers/Coupons,Desktop,Mobile_Data,0:00:41,16,98.58,5623.32,16,682.86,No,Yes,Yes,No Information Available,No reason specified,1
18,M,9W1JY8X,Town,Premium Membership,22-09-2015,?,CID61871,Without Offers,Desktop,Fiber_Optic,11:29:01,16,34.78,5645.5,20,729.92,No,Yes,No,Not Applicable,Poor Website,0
21,F,C6BZFM8,Village,Silver Membership,13-11-2015,Yes,CID27065,Without Offers,Desktop,Mobile_Data,14:54:32,-999,238.13,23606.23,3,350.2134702,No,Yes,Yes,No Information Available,User Friendly Website,0
62,M,FRIV9TA,City,No Membership,15-11-2015,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,3:01:05,21,488.59,14457.96,Error,319.1065911,Yes,No,Yes,Solved,Poor Customer Service,1
40,F,JEY9SYA,City,No Membership,07-06-2017,Yes,CID51470,Without Offers,Desktop,Wi-Fi,3:43:52,-999,528.37,33079.02,11,931.696777,Yes,No,No,Not Applicable,Poor Website,1
59,F,Y2C9NHX,City,Basic Membership,11-11-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,4:13:45,5,247.43,46874.47,20,550.43,Yes,No,No,Not Applicable,Poor Customer Service,1
59,F,9DQM566,,Basic Membership,16-09-2017,?,CID40288,Credit/Debit Card Offers,Smartphone,Mobile_Data,13:36:01,9,35.91,7101.62,24,578.89,No,Yes,Yes,Solved,Poor Website,1
31,Unknown,0NLBX2F,,Basic Membership,01-10-2016,Yes,CID37339,Credit/Debit Card Offers,Smartphone,Wi-Fi,3:47:25,15,166.68,46906.09,20,661.81,Yes,No,No,Not Applicable,Too many ads,1
62,F,0K34YS0,Town,Premium Membership,27-10-2016,Yes,CID25245,Without Offers,Desktop,Mobile_Data,2:36:19,17,645.27,2406.81,22,722.43,Yes,Yes,Yes,Solved,No reason specified,0
20,M,680AIJ0,Town,Platinum Membership,01-03-2017,?,CID17700,Without Offers,Smartphone,Fiber_Optic,0:10:07,10,676.94,43279.76,28,784.32,Yes,Yes,Yes,Solved,No reason specified,0
62,F,V9QGSAW,Town,Basic Membership,12-01-2016,?,CID15016,Gift Vouchers/Coupons,Smartphone,Wi-Fi,7:12:52,10,32.3,20249.79,12,648.43,No,Yes,Yes,No Information Available,Poor Website,1
36,M,DA5IASF,,Gold Membership,18-07-2015,Yes,CID60330,,Desktop,Fiber_Optic,15:31:18,14,79.05,48529.53,29,776.71,Yes,No,No,Not Applicable,Poor Website,0
28,F,KFLGD6D,,Silver Membership,15-04-2016,Yes,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,8:51:10,14,201.76,39159.83,26,672.12,Yes,No,Yes,Unsolved,No reason specified,1
32,M,IJIQPSC,Town,No Membership,12-05-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,15:25:43,15,208.85,11001.4,22,699.97,Yes,No,Yes,Unsolved,Poor Product Quality,1
40,F,KZZEVY0,City,Silver Membership,10-02-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,3:02:57,15,301.22,40367.74,4,768,Yes,No,Yes,Unsolved,Quality Customer Care,0
55,M,2NO30J4,City,Basic Membership,20-03-2015,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,10:40:50,13,207.61,31470.08,25,637.15,Yes,No,No,Not Applicable,No reason specified,1
52,M,9C7ZBJ3,,Premium Membership,20-11-2017,Yes,CID34045,Without Offers,Desktop,Wi-Fi,7:13:22,21,162.26,1601.94,4,799.27,No,Yes,Yes,Solved in Follow-up,User Friendly Website,0
45,F,83P905W,Town,No Membership,27-04-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,20:51:59,8,-987.2614607,8014.49,13,519.76,Yes,No,No,Not Applicable,Poor Website,1
27,F,ROWQ2CG,Town,Gold Membership,11-09-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,18:51:18,18,65.96,14859.88,Error,697.68,Yes,No,No,Not Applicable,Poor Website,1
42,M,AIL2FQD,Town,Basic Membership,19-03-2017,Yes,CID1453,Without Offers,Desktop,Mobile_Data,0:54:49,12,168.36,32990.91,26,642.16,No,Yes,No,Not Applicable,Poor Product Quality,1
44,F,198PAH6,Village,No Membership,31-05-2017,Yes,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,11:01:33,9,190.63,33190.86,15,637.77,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
38,M,ZFQ707C,Town,Gold Membership,03-05-2016,?,CID55157,Without Offers,Smartphone,Mobile_Data,14:54:33,18,1222.246191,19009.34,10,630.52,No,Yes,No,Not Applicable,Poor Customer Service,1
51,M,S1FCT7H,Town,Silver Membership,29-09-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,4:31:04,7,82.5,7876.33,17,712.57,No,Yes,Yes,Solved in Follow-up,Too many ads,1
64,F,HUC96YL,Town,Silver Membership,24-03-2017,Yes,CID28884,Credit/Debit Card Offers,Smartphone,Fiber_Optic,2:41:11,20,62.1,5637.87,15,713.44,Yes,No,Yes,Solved,Poor Customer Service,1
47,M,WZ943FS,Village,Silver Membership,10-03-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,11:31:56,16,175.86,32654.92,14,701.52,No,Yes,No,Not Applicable,Poor Customer Service,1
29,F,MUE7FDW,,Platinum Membership,11-06-2015,Yes,CID60578,Gift Vouchers/Coupons,Desktop,Fiber_Optic,1:15:45,18,33.48,31467.32,23,298.0472439,No,Yes,Yes,Solved in Follow-up,Too many ads,0
12,M,X2Z6ZWO,,Premium Membership,06-07-2015,?,CID6983,Without Offers,Both,Fiber_Optic,10:25:36,6,432.28,5088.75,14,700.32,Yes,No,No,Not Applicable,No reason specified,0
58,M,NB5NXAS,City,Silver Membership,18-05-2015,No,xxxxxxxx,Without Offers,Both,Mobile_Data,3:16:44,9,286.54,28955.4,13,718.17,No,Yes,No,Not Applicable,Poor Website,0
49,F,VGLFKN6,,Basic Membership,08-04-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Wi-Fi,14:19:31,23,224.19,46739.6,9,632.39,Yes,No,No,Not Applicable,Poor Customer Service,1
54,M,J82P7XL,Town,No Membership,10-02-2016,Yes,CID35257,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21:11:45,4,62.47,9047.36,29,691.48,No,Yes,No,Not Applicable,Poor Customer Service,1
60,M,ANOBYO9,Town,Basic Membership,24-04-2017,Yes,CID63277,Credit/Debit Card Offers,Desktop,Fiber_Optic,10:02:09,8,31.28,31281.7,5,568.32,Yes,No,Yes,Unsolved,No reason specified,1
29,M,NI5RVZV,Village,Basic Membership,16-12-2017,Yes,CID58302,Without Offers,Smartphone,Fiber_Optic,23:05:47,10,34.94,38732.32,7,549.39,No,Yes,Yes,No Information Available,Too many ads,1
12,M,PMOD2I1,City,No Membership,06-03-2017,Yes,CID15774,Without Offers,Both,Fiber_Optic,1:01:09,10,366.3,856.24,16,582.48,Yes,Yes,No,Not Applicable,No reason specified,1
55,M,5PTDCSJ,,Gold Membership,27-04-2016,?,CID32767,Credit/Debit Card Offers,Desktop,Fiber_Optic,1:07:34,14,90.04,42451.61,21,758.1,Yes,No,Yes,No Information Available,No reason specified,0
56,M,2XYXN59,Town,Silver Membership,28-09-2016,No,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,8:19:06,16,32.52,23776.77,10,711.04,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
48,M,N13WBXR,Village,No Membership,20-10-2015,Yes,CID22285,Gift Vouchers/Coupons,Desktop,Fiber_Optic,22:48:25,8,123.92,49589.51,23,683.17,Yes,No,Yes,No Information Available,No reason specified,0
15,M,IZO72BJ,Town,Gold Membership,03-10-2017,Yes,CID59684,Gift Vouchers/Coupons,Desktop,Wi-Fi,4:46:36,11,646.3,91624.09,8,757.7,Yes,Yes,Yes,Solved in Follow-up,Quality Customer Care,0
40,F,H7F74NP,City,Gold Membership,13-08-2015,Yes,CID27512,Without Offers,Smartphone,Fiber_Optic,22:06:33,23,140.82,36033.95,12,,No,Yes,No,Not Applicable,Poor Product Quality,0
49,M,GTA5BA9,City,Silver Membership,27-01-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,21:07:54,3,164.01,7675.4,24,612.16,No,Yes,Yes,Unsolved,No reason specified,1
17,F,WHA3WGS,City,Gold Membership,09-11-2017,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,7:57:34,23,490.6,5350.06,17,231.9096819,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
63,M,7U32U4I,,No Membership,05-10-2016,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,21:35:45,17,31.71,13467.31,7,631.29,Yes,No,Yes,Unsolved,Too many ads,1
43,M,P4ELLQQ,City,Gold Membership,24-06-2015,Yes,CID1103,Gift Vouchers/Coupons,?,Mobile_Data,5:26:03,13,102.16,31350.6,15,743.85,Yes,No,No,Not Applicable,Poor Product Quality,0
57,M,U0O7MRC,City,No Membership,03-08-2017,Yes,CID60345,Credit/Debit Card Offers,Desktop,Fiber_Optic,20:12:58,21,950.86,30436.13,Error,950.8650196,No,Yes,No,Not Applicable,Too many ads,1
35,F,YW0WHEM,City,Basic Membership,29-03-2016,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,5:09:38,-999,328.61,46425.97,32.70841008,659.8,Yes,Yes,Yes,Solved in Follow-up,No reason specified,1
46,F,15A7HJN,Town,Silver Membership,29-05-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,13:40:31,5,411.51,40272.99,23,1022.944131,Yes,No,No,Not Applicable,Poor Website,1
25,F,G21RZWV,City,No Membership,12-01-2015,Yes,CID30828,Without Offers,?,Fiber_Optic,9:05:21,12,434.05,48857.52,21,278.7389014,Yes,No,No,Not Applicable,Poor Website,1
40,F,GSW895T,Town,Platinum Membership,05-01-2016,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,7:32:30,11,182.61,10757.37,18,1157.871278,No,Yes,No,Not Applicable,No reason specified,0
61,F,1ZE9BQ0,,Gold Membership,20-01-2016,Yes,CID42401,Credit/Debit Card Offers,Smartphone,Fiber_Optic,8:02:16,3,51.7,32144.99,27,707.07,Yes,No,No,Not Applicable,Too many ads,0
13,M,ZP5ACRI,,Basic Membership,28-12-2017,Yes,CID44191,Without Offers,?,Wi-Fi,9:55:04,13,112.17,21567.95,14,254.6000941,No,Yes,No,Not Applicable,No reason specified,1
11,F,KLB24ZG,City,Basic Membership,18-06-2017,Yes,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,4:50:18,10,588.62,4030.65,26,618.5,Yes,No,Yes,Unsolved,Poor Product Quality,1
